CustomerID,Recency,Frequency,Monetary,prediction
13973.0,288,1,264.7,0
14452.0,11,2,242.1,1
16596.0,16,2,250.15,1
14473.0,75,2,234.34,1
14768.0,18,2,192.6,1
13956.0,6,5,989.32,2
14285.0,22,4,1893.06,2
17633.0,32,4,1324.8400000000001,2
13918.0,50,2,828.8400000000001,1
18114.0,291,1,178.2,0
17884.0,4,4,685.47,1
16916.0,24,2,548.73,1
13533.0,183,3,269.09,0
13094.0,22,12,1622.0400000000002,2
17267.0,128,2,317.2,1
13121.0,270,1,283.73,0
16656.0,23,15,3124.9999999999995,2
14760.0,298,1,89.2,0
13160.0,23,1,91.8,1
13649.0,257,2,346.6,0
16957.0,240,2,416.64,0
15145.0,5,4,1178.78,2
16212.0,20,2,690.34,1
12550.0,80,1,820.27,1
16858.0,369,1,375.69000000000005,0
13937.0,170,1,158.85,0
13930.0,58,2,337.34000000000003,1
13811.0,184,2,519.75,0
17659.0,18,12,2885.17,2
15311.0,1,91,56413.33999999998,2
14233.0,50,4,1230.72,2
16353.0,4,23,6675.710000000001,2
16600.0,5,6,794.0799999999999,2
15750.0,3,8,2463.05,2
17062.0,314,4,517.37,0
12609.0,79,3,960.29,1
13430.0,19,2,651.25,1
14064.0,30,5,1023.3,2
15898.0,2,5,1367.88,2
14211.0,54,9,2241.1000000000004,2
15372.0,138,1,1498.12,1
13596.0,6,2,664.1099999999999,1
12521.0,143,1,545.68,1
14014.0,78,1,490.29999999999995,1
17879.0,174,1,178.51999999999998,0
13592.0,36,4,231.01,1
17392.0,307,2,365.37,0
18184.0,16,1,49.8,1
13458.0,8,14,9642.010000000002,2
14756.0,16,1,705.6599999999999,1
13846.0,25,3,848.41,1
16800.0,12,1,1137.65,1
17070.0,115,1,304.24,1
12394.0,64,2,629.92,1
17063.0,22,7,1461.14,2
18210.0,2,6,2604.4300000000003,2
14009.0,199,2,695.61,0
13496.0,11,2,653.33,1
12830.0,92,4,1961.12,2
17708.0,188,2,263.33000000000004,0
14660.0,87,2,274.21999999999997,1
17675.0,2,31,20257.579999999998,2
15113.0,10,3,3425.91,2
13871.0,23,13,6403.250000000001,2
16222.0,319,1,757.6,0
13929.0,170,2,842.6500000000001,1
13212.0,20,3,734.9300000000001,1
16539.0,3,4,1388.81,2
15953.0,16,8,1657.2799999999997,2
12600.0,29,10,2311.04,2
15156.0,2,3,961.49,1
16036.0,88,2,728.6800000000001,1
13849.0,52,2,1530.3200000000002,1
17024.0,46,3,95.85,1
16550.0,109,5,2245.98,2
15099.0,85,1,410.48,1
14640.0,25,6,2074.08,2
16573.0,85,2,663.61,1
12856.0,8,6,2167.9,2
15910.0,1,8,1226.0,2
17248.0,121,1,318.65,1
14815.0,37,2,778.5,1
17863.0,60,6,3066.4,2
14171.0,99,1,363.79,1
14353.0,216,1,90.6,0
17400.0,127,5,2080.8900000000003,2
15100.0,334,3,875.9999999999999,0
12775.0,18,5,1264.0900000000001,2
14565.0,96,4,2949.12,2
15428.0,16,1,93.78,1
16265.0,10,9,5019.469999999999,2
15498.0,3,27,13225.240000000002,2
16697.0,242,1,112.75000000000001,0
13435.0,6,7,3746.53,2
17811.0,5,39,7744.68,2
12481.0,23,10,4917.78,2
15996.0,89,6,974.6799999999998,2
12517.0,29,4,2301.6000000000004,2
17634.0,37,9,2358.59,2
12414.0,218,3,442.40999999999997,0
13505.0,73,4,3633.6299999999997,2
18059.0,24,3,306.46000000000004,1
14027.0,61,1,104.82,1
16653.0,17,2,1195.7099999999998,1
16746.0,5,18,6443.890000000001,2
12383.0,185,5,1564.7200000000003,2
15622.0,44,9,3465.1099999999997,2
14886.0,253,1,364.8,0
12585.0,235,2,1653.96,0
15535.0,174,4,502.90000000000003,1
15803.0,52,1,415.82000000000005,1
16818.0,11,11,3267.9400000000005,2
17339.0,95,2,243.36,1
17523.0,12,2,261.99,1
15349.0,159,2,463.91,1
17562.0,15,7,1119.02,2
15829.0,100,2,615.02,1
15981.0,25,8,3408.4800000000005,2
15355.0,30,2,277.05,1
13414.0,134,2,568.5,1
17166.0,39,2,206.34,1
16948.0,139,3,348.62000000000006,1
16193.0,237,1,314.45,0
16945.0,22,19,4327.74,2
14690.0,45,2,355.05,1
16271.0,16,4,1366.8400000000001,2
12616.0,96,2,641.3000000000001,1
15445.0,265,1,113.5,0
15521.0,41,8,2687.35,2
16150.0,43,5,2053.02,2
17514.0,129,1,206.75,1
